"date","time","load_act"
"20210204","1100","21"
"20210204","1200","27"
"20210204","1300","28"
"20210204","1400","31"
"20210204","1500","31"
"20210204","1600","30"
"20210204","1700","27"
"20210204","1800","27"
"20210204","1900","29"
"20210204","2000","30"
"20210204","2100","31"
"20210204","2200","30"
"20210204","2300","28"
"20210205","0000","26"
"20210205","0100","27"
"20210205","0200","27"
"20210205","0300","27"
"20210205","0400","25"
"20210205","0500","23"
"20210205","0600","24"
"20210205","0700","24"
"20210205","0800","23"
"20210205","0900","23"
"20210205","1000","22"
"20210205","1100","20"
"20210205","1200","17"
"20210205","1300","17"
"20210205","1400","18"
"20210205","1500","19"
"20210205","1600","18"
"20210205","1700","17"
"20210205","1800","15"
"20210205","1900","14"
"20210205","2000","11"
"20210205","2100","12"
"20210205","2200","13"
"20210205","2300","13"
"20210206","0000","11"
"20210206","0100","12"
"20210206","0200","13"
"20210206","0300","15"
"20210206","0400","16"
"20210206","0500","16"
"20210206","0600","17"
"20210206","0700","16"
"20210206","0800","15"
"20210206","0900","13"
"20210206","1000","13"
"20210206","1100","15"
"20210206","1200","16"
"20210206","1300","16"
"20210206","1400","14"
"20210206","1500","14"
"20210206","1600","15"
"20210206","1700","17"
"20210206","1800","16"
"20210206","1900","16"
"20210206","2000","17"
"20210206","2100","16"
"20210206","2200","17"
"20210206","2300","16"
"20210207","0000","16"
"20210207","0100","18"
"20210207","0200","16"
"20210207","0300","18"
"20210207","0400","18"
"20210207","0500","16"
"20210207","0600","18"
"20210207","0700","17"
"20210207","0800","15"
"20210207","0900","16"
"20210207","1000","17"
"20210207","1100","16"
"20210207","1200","16"
"20210207","1300","18"
"20210207","1400","21"
"20210207","1500","21"
"20210207","1600","23"
"20210207","1700","24"
"20210207","1800","21"
"20210207","1900","22"
"20210207","2000","24"
"20210207","2100","25"
"20210207","2200","26"
"20210207","2300","25"
"20210208","0000","26"
"20210208","0100","24"
"20210208","0200","23"
"20210208","0300","24"
"20210208","0400","26"
"20210208","0500","26"
"20210208","0600","25"
"20210208","0700","24"
"20210208","0800","23"
"20210208","0900","23"
"20210208","1000","22"
"20210208","1100","22"
"20210208","1200","21"
"20210208","1300","20"
"20210208","1400","19"
"20210208","1500","20"
"20210208","1600","22"
"20210208","1700","20"
"20210208","1800","19"
"20210208","1900","20"
"20210208","2000","24"
"20210208","2100","24"
"20210208","2200","26"
"20210208","2300","26"
"20210209","0000","27"
"20210209","0100","27"
"20210209","0200","26"
"20210209","0300","26"
"20210209","0400","26"
"20210209","0500","26"
"20210209","0600","25"
"20210209","0700","23"
"20210209","0800","22"
"20210209","0900","22"
"20210209","1000","23"
"20210209","1100","24"
"20210209","1200","23"
"20210209","1300","23"
"20210209","1400","24"
"20210209","1500","24"
"20210209","1600","23"
"20210209","1700","23"
"20210209","1800","23"
"20210209","1900","22"
"20210209","2000","22"
"20210209","2100","21"
"20210209","2200","20"
"20210209","2300","21"
"20210210","0000","23"
"20210210","0100","20"
"20210210","0200","23"
"20210210","0300","22"
"20210210","0400","21"
"20210210","0500","19"
"20210210","0600","18"
"20210210","0700","16"
"20210210","0800","16"
"20210210","0900","15"
"20210210","1000","17"
"20210210","1100","19"
"20210210","1200","20"
"20210210","1300","19"
"20210210","1400","20"
"20210210","1500","22"
"20210210","1600","21"
"20210210","1700","21"
"20210210","1800","20"
"20210210","1900","19"
"20210210","2000","20"
"20210210","2100","20"
"20210210","2200","22"
"20210210","2300","21"
"20210211","0000","20"
"20210211","0100","21"
"20210211","0200","23"
"20210211","0300","23"
"20210211","0400","20"
"20210211","0500","18"
"20210211","0600","18"
"20210211","0700","19"
"20210211","0800","19"
"20210211","0900","22"
"20210211","1000","24"
"20210211","1100","24"
"20210211","1200","25"
"20210211","1300","24"
"20210211","1400","25"
"20210211","1500","24"
"20210211","1600","23"
"20210211","1700","21"
"20210211","1800","21"
"20210211","1900","20"
"20210211","2000","20"
"20210211","2100","19"
"20210211","2200","17"
"20210211","2300","16"
"20210212","0000","14"
"20210212","0100","10"
"20210212","0200","7"
"20210212","0300","8"
"20210212","0400","10"
"20210212","0500","8"
"20210212","0600","6"
"20210212","0700","4"
"20210212","0800","3"
"20210212","0900","2"
"20210212","1000","1"
"20210212","1100","1"
"20210212","1200","1"
"20210212","1300","1"
"20210212","1400","1"
"20210212","1500","1"
"20210212","1600","1"
"20210212","1700","2"
"20210212","1800","2"
"20210212","1900","3"
"20210212","2000","3"
"20210212","2100","3"
"20210212","2200","3"
"20210212","2300","3"
"20210213","0000","4"
"20210213","0100","4"
"20210213","0200","4"
"20210213","0300","4"
"20210213","0400","3"
"20210213","0500","4"
"20210213","0600","4"
"20210213","0700","3"
"20210213","0800","3"
"20210213","0900","3"
"20210213","1000","3"
"20210213","1100","3"
"20210213","1200","4"
"20210213","1300","4"
"20210213","1400","3"
"20210213","1500","3"
"20210213","1600","3"
"20210213","1700","3"
"20210213","1800","4"
"20210213","1900","5"
"20210213","2000","6"
"20210213","2100","7"
"20210213","2200","7"
"20210213","2300","7"
"20210214","0000","8"
"20210214","0100","7"
"20210214","0200","7"
